고객ID,성별,연령,개시일,서비스기간,단선횟수,지불방법,요금제,핸드셋
K192670,여,22,08/03/97,43.8,0,선불,CAT200,ASAD90
K192680,여,18,24/07/96,51.366667,2,선불,CAT200,ASAD170
K192690,남,23,26/07/97,39.133333,1,선불,CAT200,ASAD90
K192700,여,15,16/02/98,32.3,0,선불,CAT200,ASAD90
K192710,남,22,02/02/98,32.766667,5,선불,CAT200,ASAD170
K192720,남,13,09/05/96,53.9,1,선불,CAT200,ASAD170
K192730,남,18,12/12/96,46.666667,1,선불,CAT200,ASAD90
K192740,여,19,21/05/98,29.166667,0,선불,CAT200,ASAD170
K192750,여,14,24/11/97,35.1,1,선불,CAT200,ASAD170
K192760,남,13,17/07/98,27.266667,2,선불,CAT200,ASAD90
K192770,여,18,07/07/97,39.766667,2,선불,CAT200,ASAD90
K192780,남,22,31/12/96,46.033333,0,선불,CAT200,ASAD170
K192790,남,20,04/06/99,16.533333,3,선불,CAT200,S50
K192800,여,13,12/09/96,49.7,0,선불,CAT200,ASAD90
K192810,남,17,14/02/97,44.533333,2,선불,CAT200,ASAD90
K192820,여,25,02/07/98,27.766667,1,선불,CAT200,S50
K192830,여,18,16/07/96,51.633333,0,선불,CAT200,S50
K192840,여,18,16/01/98,33.333333,2,선불,CAT200,ASAD170
K192850,여,21,19/03/97,43.433333,0,선불,CAT200,ASAD170
K192860,여,22,20/04/96,54.533333,4,선불,CAT200,ASAD90
K192870,남,14,12/04/97,42.633333,2,선불,CAT200,S50
K192880,여,22,23/04/97,42.266667,2,선불,CAT200,ASAD90
K192890,남,17,28/10/98,23.833333,0,선불,CAT200,ASAD90
K192900,여,21,02/11/98,23.666667,2,선불,CAT200,ASAD170
K192910,여,25,06/08/98,26.6,8,선불,CAT200,ASAD90
K192920,여,17,09/07/96,51.866667,5,선불,CAT200,ASAD90
K192930,남,20,25/11/98,22.9,0,선불,CAT200,S50
K192940,여,21,27/08/96,50.233333,2,선불,CAT200,ASAD170
K192950,여,18,19/06/96,52.533333,1,선불,CAT200,ASAD90
K192960,남,19,21/09/96,49.4,1,선불,CAT200,ASAD170
K192970,남,23,31/07/98,26.8,8,선불,CAT200,ASAD90
K192980,남,20,14/09/97,37.466667,1,선불,CAT200,ASAD90
K192990,여,20,02/11/96,48,10,선불,CAT200,S50
K193000,여,23,19/08/96,50.5,0,선불,CAT200,ASAD90
K193010,여,13,24/08/96,50.333333,2,선불,CAT200,ASAD90
K193020,남,21,10/09/98,25.433333,6,선불,CAT200,ASAD90
K193030,여,15,16/04/98,30.333333,0,선불,CAT200,S50
K193040,남,12,23/01/97,45.266667,9,선불,CAT200,ASAD90
K193050,남,24,17/03/97,43.5,6,선불,CAT200,ASAD170
K193060,여,19,16/06/99,16.133333,9,선불,CAT200,ASAD90
K193070,여,23,16/11/97,35.366667,1,선불,CAT200,S50
K193080,남,21,20/08/99,13.966667,2,선불,CAT200,ASAD90
K193090,남,21,18/03/98,31.3,8,선불,CAT200,ASAD170
K193100,여,12,12/02/99,20.266667,1,선불,CAT200,S50
K193110,남,13,15/07/96,51.666667,2,선불,CAT200,ASAD90
K193120,여,17,19/08/98,26.166667,2,선불,CAT200,ASAD170
K193130,남,15,27/12/99,9.666667,0,선불,CAT200,ASAD170
K193140,남,20,17/02/96,56.633333,1,선불,CAT200,ASAD90
K193150,여,24,25/12/97,34.066667,2,선불,CAT200,ASAD90
K193160,여,19,28/03/96,55.3,1,선불,CAT200,S50
K193170,여,19,31/05/97,41,2,선불,CAT200,S50
K193180,여,21,27/01/99,20.8,7,선불,CAT200,S50
K193190,여,21,20/08/96,50.466667,2,선불,CAT200,ASAD90
K193200,여,18,05/05/97,41.866667,5,선불,CAT200,ASAD90
K193210,여,21,28/06/98,27.9,6,선불,CAT200,ASAD90
K193220,남,24,05/10/99,12.433333,1,선불,CAT200,ASAD170
K193230,여,20,18/05/97,41.433333,1,선불,CAT200,ASAD90
K193240,여,22,07/02/96,56.966667,0,선불,CAT200,ASAD90
K193250,여,15,04/09/96,49.966667,2,선불,CAT200,ASAD90
K193260,남,19,19/07/97,39.366667,2,선불,CAT200,S50
K193270,여,15,19/03/97,43.433333,9,선불,CAT200,S50
K193280,여,16,24/01/98,33.066667,0,선불,CAT200,S50
K193290,남,13,17/07/96,51.6,1,선불,CAT200,ASAD90
K193300,남,22,27/12/96,46.166667,2,선불,CAT200,ASAD90
K193310,남,23,14/07/97,39.533333,2,선불,CAT200,ASAD90
K193320,여,22,03/12/97,34.8,1,선불,CAT200,S50
K193330,여,21,01/06/97,40.966667,2,선불,CAT200,S50
K193340,남,13,06/02/96,57,0,선불,CAT200,ASAD90
K193350,남,14,19/10/98,24.133333,2,선불,CAT200,ASAD170
K193360,여,18,10/04/96,54.866667,2,선불,CAT200,ASAD170
K193370,남,18,12/02/98,32.433333,1,선불,CAT200,ASAD90
K193380,남,23,23/04/97,42.266667,2,선불,CAT200,ASAD170
K193390,여,18,24/07/99,14.866667,1,선불,CAT200,S50
K193400,여,13,25/05/96,53.366667,1,선불,CAT200,ASAD170
K193410,여,12,07/03/99,19.5,0,선불,CAT200,ASAD170
K193420,남,19,28/10/99,11.666667,0,선불,CAT200,S50
K193430,남,12,10/08/98,26.466667,4,선불,CAT200,ASAD90
K193440,남,15,27/07/99,14.766667,1,선불,CAT200,S50
K193450,남,23,01/09/96,50.066667,1,선불,CAT200,ASAD90
K193460,여,17,27/06/98,27.933333,0,선불,CAT200,S50
K193470,여,22,27/07/99,14.766667,5,선불,CAT200,ASAD170
K193480,남,25,22/11/98,23,0,선불,CAT200,ASAD170
K193490,남,23,01/08/98,26.766667,2,선불,CAT200,ASAD90
K193500,남,21,08/06/97,40.733333,9,선불,CAT200,S50
K193510,남,17,14/01/97,45.566667,1,선불,CAT200,S50
K193520,여,23,06/10/97,36.733333,0,선불,CAT200,ASAD90
K193530,남,23,01/10/98,24.733333,0,선불,CAT200,ASAD90
K193540,남,13,12/01/96,57.833333,1,선불,CAT200,ASAD90
K193550,남,25,13/11/98,23.3,8,선불,CAT200,ASAD170
K193560,남,19,28/04/98,29.933333,2,선불,CAT200,ASAD170
K193570,여,12,15/02/98,32.333333,2,선불,CAT200,S50
K193580,여,12,17/08/97,38.4,1,선불,CAT200,ASAD90
K193590,여,20,21/09/97,37.233333,0,선불,CAT200,ASAD90
K193600,여,25,13/07/96,51.733333,0,선불,CAT200,ASAD90
K193610,여,25,15/03/97,43.566667,6,선불,CAT200,ASAD90
K193620,여,22,15/12/98,22.233333,0,선불,CAT200,ASAD90
K193630,남,13,06/12/97,34.7,1,선불,CAT200,ASAD90
K193640,남,24,11/08/97,38.6,9,선불,CAT200,ASAD90
K193650,여,25,01/01/99,21.666667,2,선불,CAT200,S50
K193660,여,25,02/10/98,24.7,0,선불,CAT200,S50
K193670,남,14,08/08/97,38.7,0,선불,CAT200,S50
K193680,여,14,07/12/99,10.333333,7,선불,CAT200,ASAD90
K193690,여,14,25/01/98,33.033333,0,선불,CAT200,S50
K193700,여,14,14/05/97,41.566667,1,선불,CAT200,S50
K193710,남,16,07/02/98,32.6,1,선불,CAT200,ASAD90
K193720,남,12,08/12/96,46.8,0,선불,CAT200,ASAD170
K193730,여,25,05/05/96,54.033333,5,선불,CAT200,ASAD170
K193740,여,17,16/09/97,37.4,1,선불,CAT200,ASAD90
K193750,여,22,04/08/97,38.833333,2,선불,CAT200,S50
K193760,남,13,19/07/96,51.533333,2,선불,CAT200,ASAD90
K193770,남,25,22/08/99,13.9,1,선불,CAT200,S50
K193780,여,20,15/06/98,28.333333,1,선불,CAT200,ASAD90
K193790,남,24,03/02/97,44.9,3,선불,CAT200,ASAD170
K193800,남,16,14/05/98,29.4,2,선불,CAT200,ASAD170
K193810,여,23,19/12/98,22.1,0,선불,CAT200,S50
K193820,남,21,13/08/97,38.533333,0,선불,CAT200,ASAD90
K193830,남,25,17/02/96,56.633333,1,선불,CAT200,S50
K193840,남,23,04/10/96,48.966667,2,선불,CAT200,ASAD90
K193850,남,24,16/12/97,34.366667,1,선불,CAT200,S50
K193860,여,14,23/12/96,46.3,0,선불,CAT200,ASAD90
K193870,여,14,18/11/96,47.466667,1,선불,CAT200,ASAD90
K193880,여,13,12/12/96,46.666667,1,선불,CAT200,ASAD90
K193890,남,24,05/07/99,15.5,0,선불,CAT200,ASAD170
K193900,남,18,18/10/96,48.5,2,선불,CAT200,ASAD90
K193910,여,23,27/12/98,21.833333,2,선불,CAT200,ASAD90
K193920,여,16,28/09/98,24.833333,0,선불,CAT200,ASAD90
K193930,여,18,26/09/99,12.733333,0,선불,CAT200,S50
K193940,여,23,26/07/96,51.3,6,선불,CAT200,ASAD170
K193950,여,14,04/10/97,36.8,9,선불,CAT200,ASAD90
K193960,여,15,22/03/98,31.166667,1,선불,CAT200,S50
K193970,남,23,14/07/96,51.7,0,선불,CAT200,ASAD90
K193980,남,18,21/06/98,28.133333,1,선불,CAT200,ASAD90
K193990,남,19,08/11/98,23.466667,0,선불,CAT200,S50
K194000,여,23,24/11/96,47.266667,1,선불,CAT200,ASAD90
K194010,남,14,10/08/99,14.3,2,선불,CAT200,ASAD90
K194020,여,24,18/01/97,45.433333,0,선불,CAT200,ASAD170
K194030,여,23,05/08/99,14.466667,0,선불,CAT200,ASAD90
K194040,남,21,26/11/98,22.866667,2,선불,CAT200,S50
K194050,여,17,06/06/97,40.8,0,선불,CAT200,ASAD90
K194060,남,24,13/12/96,46.633333,1,선불,CAT200,ASAD90
K194070,여,17,17/09/96,49.533333,2,선불,CAT200,ASAD90
K194080,여,23,08/10/97,36.666667,0,선불,CAT200,S50
K194090,남,18,09/11/99,11.266667,0,선불,CAT200,ASAD90
K194100,여,14,11/09/98,25.4,2,선불,CAT200,ASAD90
K194110,여,25,15/06/96,52.666667,2,선불,CAT200,S50
K194120,남,13,22/10/98,24.033333,1,선불,CAT200,S50
K194130,여,18,17/12/99,10,2,선불,CAT200,ASAD170
K194140,남,12,09/06/99,16.366667,0,선불,CAT200,S50
K194150,여,12,25/07/97,39.166667,0,선불,CAT200,ASAD90
K194160,여,19,21/08/99,13.933333,0,선불,CAT200,ASAD90
K194170,여,25,09/03/98,31.6,2,선불,CAT200,ASAD170
K194180,여,24,04/05/99,17.566667,2,선불,CAT200,ASAD170
K194190,남,12,25/12/99,9.733333,0,선불,CAT200,S50
K194200,여,18,24/06/98,28.033333,1,선불,CAT200,ASAD90
K194210,남,14,23/08/96,50.366667,2,선불,CAT200,ASAD170
K194220,남,17,15/08/98,26.3,1,선불,CAT200,ASAD90
K194230,남,24,18/04/97,42.433333,0,선불,CAT200,ASAD170
K194240,남,22,14/07/97,39.533333,1,선불,CAT200,S50
K194250,여,18,02/03/99,19.666667,1,선불,CAT200,S50
K194260,남,17,11/01/96,57.866667,0,선불,CAT200,ASAD90
K194270,여,23,23/08/98,26.033333,0,선불,CAT200,ASAD90
K194280,남,23,27/02/99,19.766667,0,선불,CAT200,ASAD90
K194290,여,16,05/10/96,48.933333,1,선불,CAT200,ASAD90
K194300,남,17,01/04/99,18.666667,0,선불,CAT200,ASAD90
K194310,남,24,28/10/96,48.166667,2,선불,CAT200,ASAD170
K194320,여,21,21/04/97,42.333333,1,선불,CAT200,ASAD90
K194330,남,15,12/06/96,52.766667,0,선불,CAT200,ASAD90
K194340,남,12,14/11/97,35.433333,0,선불,CAT200,S50
K194350,남,22,05/07/98,27.666667,1,선불,CAT200,S50
K194360,여,23,15/03/97,43.566667,1,선불,CAT200,ASAD90
K194370,여,21,07/11/96,47.833333,1,선불,CAT200,ASAD90
K194380,여,16,10/01/98,33.533333,0,선불,CAT200,ASAD90
K194390,여,13,04/05/96,54.066667,1,선불,CAT200,ASAD90
K194400,남,22,17/05/98,29.3,1,선불,CAT200,ASAD90
K194410,남,14,14/01/98,33.4,1,선불,CAT200,ASAD90
K194420,남,19,04/12/96,46.933333,2,선불,CAT200,ASAD90
K194430,남,23,05/11/97,35.733333,1,선불,CAT200,ASAD90
K194440,여,25,05/09/99,13.433333,2,선불,CAT200,S50
K194450,남,16,28/11/96,47.133333,9,선불,CAT200,S50
K194460,남,14,16/12/98,22.2,1,선불,CAT200,ASAD90
K194470,남,18,03/08/96,51.033333,0,선불,CAT200,S50
K194480,여,23,04/04/97,42.9,0,선불,CAT200,ASAD170
K194490,여,19,24/09/96,49.3,2,선불,CAT200,ASAD170
K194500,남,24,05/02/96,57.033333,5,선불,CAT200,ASAD90
K194510,여,22,05/10/99,12.433333,7,선불,CAT200,ASAD90
K194520,남,19,12/01/99,21.3,1,선불,CAT200,ASAD90
K194530,남,15,18/04/96,54.6,1,선불,CAT200,ASAD170
K194540,여,20,19/03/99,19.1,2,선불,CAT200,ASAD90
K194550,남,25,07/05/98,29.633333,2,선불,CAT200,ASAD90
K194560,남,24,07/08/96,50.9,0,선불,CAT200,ASAD90
K194570,남,25,08/09/97,37.666667,2,선불,CAT200,ASAD90
K194580,여,25,18/03/98,31.3,2,선불,CAT200,ASAD170
K194590,남,13,09/09/98,25.466667,0,선불,CAT200,ASAD90
K194600,남,25,11/10/97,36.566667,2,선불,CAT200,ASAD90
K194610,남,16,07/08/96,50.9,5,선불,CAT200,S50
K194620,남,21,09/04/97,42.733333,2,선불,CAT200,S50
K194630,여,15,13/05/99,17.266667,2,선불,CAT200,S50
K194640,여,24,12/03/97,43.666667,1,선불,CAT200,ASAD170
K194650,남,13,18/03/99,19.133333,0,선불,CAT200,ASAD90
K194660,여,19,14/10/98,24.3,2,선불,CAT200,S50
K194670,여,15,12/01/99,21.3,1,선불,CAT200,ASAD90
K194680,여,24,10/10/99,12.266667,2,선불,CAT200,ASAD170
K194690,여,14,07/05/99,17.466667,0,선불,CAT200,ASAD90
K194700,여,18,01/06/96,53.133333,2,선불,CAT200,S50
K194710,여,17,02/10/96,49.033333,2,선불,CAT200,ASAD90
K194720,남,20,15/11/98,23.233333,9,선불,CAT200,S50
K194730,여,23,24/02/97,44.2,0,선불,CAT200,ASAD90
K194740,남,24,27/04/98,29.966667,1,선불,CAT200,ASAD90
K194750,남,13,18/07/99,15.066667,10,선불,CAT200,ASAD90
K194760,남,22,18/12/98,22.133333,1,선불,CAT200,ASAD90
K194770,여,20,11/03/96,55.866667,1,선불,CAT200,ASAD90
K194780,남,19,19/03/98,31.266667,2,선불,CAT200,ASAD90
K194790,여,25,23/01/98,33.1,0,선불,CAT200,S50
K194800,여,20,02/08/98,26.733333,0,선불,CAT200,ASAD90
K194810,남,19,04/09/97,37.8,1,선불,CAT200,S50
K194820,남,20,04/01/98,33.733333,0,선불,CAT200,ASAD170
K194830,남,22,25/10/97,36.1,1,선불,CAT200,S50
K194840,남,16,20/06/99,16,2,선불,CAT200,ASAD90
K194850,여,25,12/03/97,43.666667,2,선불,CAT200,ASAD90
K194860,남,21,20/01/98,33.2,4,선불,CAT200,ASAD170
K194870,여,25,23/02/96,56.433333,2,선불,CAT200,S50
K194880,남,20,21/09/96,49.4,2,선불,CAT200,ASAD90
K194890,남,14,01/05/99,17.666667,2,선불,CAT200,ASAD170
K194900,여,17,13/11/99,11.133333,2,선불,CAT200,S50
K194910,여,17,07/01/99,21.466667,2,선불,CAT200,ASAD90
K194920,여,25,23/08/98,26.033333,1,선불,CAT200,S50
K194930,남,21,13/08/96,50.7,1,선불,CAT200,ASAD90
K194940,남,16,17/02/97,44.433333,2,선불,CAT200,ASAD90
K194950,남,19,10/10/97,36.6,1,선불,CAT200,ASAD170
K194960,남,21,19/04/97,42.4,0,선불,CAT200,ASAD90
K194970,여,25,27/06/97,40.1,1,선불,CAT200,S50
K194980,여,22,06/04/98,30.666667,7,선불,CAT200,ASAD90
K194990,남,13,03/01/99,21.6,2,선불,CAT200,ASAD90
K195000,여,13,26/07/96,51.3,0,선불,CAT200,ASAD90
K195010,남,24,13/04/98,30.433333,3,선불,CAT200,ASAD90
K195020,남,18,22/10/99,11.866667,1,선불,CAT200,S50
K195030,남,22,25/01/99,20.866667,1,선불,CAT200,ASAD90
K195040,남,19,15/02/96,56.7,9,선불,CAT200,ASAD170
K195050,남,21,09/05/97,41.733333,1,선불,CAT200,ASAD90
K195060,남,19,16/03/96,55.7,0,선불,CAT200,ASAD170
K195070,남,24,25/05/98,29.033333,1,선불,CAT200,S50
K195080,여,20,08/11/99,11.3,0,선불,CAT200,S50
K195090,여,14,03/11/99,11.466667,2,선불,CAT200,ASAD90
K195100,여,16,19/11/97,35.266667,2,선불,CAT200,ASAD90
K195110,여,24,18/04/99,18.1,2,선불,CAT200,S50
K195120,남,25,11/11/99,11.2,0,선불,CAT200,ASAD90
K195130,남,13,03/08/97,38.866667,4,선불,CAT200,ASAD90
K195140,여,25,27/11/96,47.166667,1,선불,CAT200,ASAD170
K195150,남,18,03/11/99,11.466667,0,선불,CAT200,S50
K195160,여,20,08/08/97,38.7,8,선불,CAT200,ASAD90
K195170,여,24,17/06/98,28.266667,5,선불,CAT200,ASAD90
K195180,여,12,03/01/98,33.766667,11,선불,CAT200,ASAD90
K195190,남,14,24/08/99,13.833333,0,선불,CAT200,S50
K195200,남,22,02/08/97,38.9,11,선불,CAT200,ASAD90
K195210,여,15,22/01/98,33.133333,2,선불,CAT200,S50
K195220,남,24,24/04/98,30.066667,2,선불,CAT200,S50
K195230,남,23,05/02/97,44.833333,1,선불,CAT200,S50
K195240,남,23,02/03/99,19.666667,11,선불,CAT200,S50
K195250,남,21,10/07/97,39.666667,1,선불,CAT200,ASAD170
K195260,남,15,27/06/96,52.266667,2,선불,CAT200,S50
K195270,여,18,19/11/97,35.266667,2,선불,CAT200,S50
K195280,여,21,04/03/97,43.933333,1,선불,CAT200,S50
K195290,여,20,07/09/96,49.866667,10,선불,CAT200,ASAD170
K195300,여,24,01/12/98,22.7,2,선불,CAT200,S50
K195310,여,24,14/10/98,24.3,0,선불,CAT200,S50
K195320,여,25,10/08/99,14.3,2,선불,CAT200,ASAD90
K195330,남,15,18/11/97,35.3,2,선불,CAT200,ASAD170
K195340,남,18,21/06/98,28.133333,2,선불,CAT200,ASAD170
K195350,남,21,13/02/96,56.766667,0,선불,CAT200,ASAD90
K195360,남,14,06/05/96,54,2,선불,CAT200,S50
K195370,남,24,28/06/97,40.066667,1,선불,CAT200,S50
K195380,여,25,24/03/98,31.1,2,선불,CAT200,ASAD170
K195390,남,25,09/07/99,15.366667,2,선불,CAT200,ASAD170
K195400,여,24,05/02/99,20.5,10,선불,CAT200,ASAD90
K195410,여,25,03/05/96,54.1,2,선불,CAT200,ASAD170
K195420,남,22,11/02/98,32.466667,10,선불,CAT200,ASAD170
K195430,여,22,22/01/98,33.133333,0,선불,CAT200,S50
K195440,남,20,08/10/96,48.833333,1,선불,CAT200,S50
K195450,남,23,08/07/99,15.4,2,선불,CAT200,S50
K195460,남,24,21/05/96,53.5,11,선불,CAT200,S50
K195470,여,19,02/03/98,31.833333,7,선불,CAT200,ASAD90
K195480,여,25,10/05/97,41.7,2,선불,CAT200,ASAD90
K195490,남,24,11/06/98,28.466667,2,선불,CAT200,ASAD90
K195500,남,24,13/07/96,51.733333,9,선불,CAT200,ASAD90
K195510,남,22,12/04/98,30.466667,1,선불,CAT200,ASAD90
K195520,여,14,23/06/96,52.4,2,선불,CAT200,S50
K195530,여,20,01/04/96,55.166667,0,선불,CAT200,ASAD90
K195540,남,21,17/12/99,10,1,선불,CAT200,S50
K195550,남,24,21/04/96,54.5,2,선불,CAT200,ASAD170
K195560,남,22,24/07/98,27.033333,0,선불,CAT200,ASAD170
K195570,남,25,21/09/96,49.4,2,선불,CAT200,S50
K195580,여,21,27/11/97,35,2,선불,CAT200,ASAD90
K195590,남,19,22/03/99,19,0,선불,CAT200,ASAD90
K195600,남,21,12/08/97,38.566667,9,선불,CAT200,ASAD170
K195610,남,12,06/07/99,15.466667,0,선불,CAT200,ASAD170
K195620,남,16,17/09/97,37.366667,2,선불,CAT200,ASAD90
K195630,남,21,23/11/97,35.133333,2,선불,CAT200,ASAD90
K195640,남,25,02/11/96,48,6,선불,CAT200,ASAD90
K195650,여,12,10/11/96,47.733333,2,선불,CAT200,ASAD170
K195660,여,19,01/05/98,29.833333,11,선불,CAT200,S50
K195670,여,19,06/02/97,44.8,2,선불,CAT200,S50
K195680,여,17,08/12/96,46.8,0,선불,CAT200,ASAD170
K195690,여,22,15/01/98,33.366667,0,선불,CAT200,ASAD90
K195700,여,24,01/09/96,50.066667,3,선불,CAT200,ASAD170
K195710,남,23,28/12/96,46.133333,1,선불,CAT200,ASAD170
K195720,남,16,01/01/98,33.833333,1,선불,CAT200,S50
K195730,남,23,26/04/96,54.333333,10,선불,CAT200,ASAD170
K195740,남,18,02/01/99,21.633333,2,선불,CAT200,ASAD90
K195750,여,24,13/08/99,14.2,2,선불,CAT200,ASAD90
K195760,여,21,26/01/97,45.166667,10,선불,CAT200,S50
K195770,여,12,17/05/96,53.633333,0,선불,CAT200,ASAD90
K195780,남,18,23/12/97,34.133333,4,선불,CAT200,S50
K195790,여,19,02/04/96,55.133333,2,선불,CAT200,ASAD90
K195800,남,20,16/06/99,16.133333,0,선불,CAT200,ASAD90
K195810,여,17,22/08/99,13.9,10,선불,CAT200,ASAD170
K195820,남,24,03/08/99,14.533333,2,선불,CAT200,ASAD170
K195830,남,14,12/07/99,15.266667,1,선불,CAT200,ASAD90
K195840,남,24,06/03/97,43.866667,8,선불,CAT200,ASAD170
K195850,여,12,16/05/96,53.666667,1,선불,CAT200,ASAD170
K195860,여,18,01/11/99,11.533333,1,선불,CAT200,ASAD170
K195870,여,21,06/12/96,46.866667,1,선불,CAT200,S50
K195880,남,18,06/07/99,15.466667,1,선불,CAT200,ASAD170
K195890,여,22,13/10/97,36.5,4,선불,CAT200,ASAD90
K195900,여,23,12/05/96,53.8,2,선불,CAT200,ASAD90
K195910,남,15,03/04/97,42.933333,1,선불,CAT200,ASAD90
K195920,여,13,13/12/99,10.133333,9,선불,CAT200,ASAD170
K195930,여,22,17/08/96,50.566667,2,선불,CAT200,ASAD90
K195940,남,24,09/02/98,32.533333,0,선불,CAT200,ASAD170
K195950,여,12,13/08/98,26.366667,1,선불,CAT200,ASAD90
K195960,남,23,20/02/98,32.166667,0,선불,CAT200,ASAD170
K195970,여,25,17/11/99,11,1,선불,CAT200,ASAD90
K195980,여,24,11/06/97,40.633333,2,선불,CAT200,ASAD90
K195990,여,25,09/11/99,11.266667,9,선불,CAT200,ASAD90
K196000,남,17,15/05/99,17.2,2,선불,CAT200,ASAD90
K196010,남,24,05/11/98,23.566667,10,선불,CAT200,S50
K196020,여,12,08/09/99,13.333333,1,선불,CAT200,ASAD170
K196030,남,14,19/11/99,10.933333,2,선불,CAT200,ASAD90
K196040,여,18,15/10/97,36.433333,0,선불,CAT200,S50
K196050,남,18,25/05/98,29.033333,1,선불,CAT200,ASAD170
K196060,남,16,01/12/97,34.866667,2,선불,CAT200,S50
K196070,여,18,26/03/99,18.866667,5,선불,CAT200,ASAD170
K196080,남,25,13/08/98,26.366667,8,선불,CAT200,ASAD90
K196090,여,16,15/02/96,56.7,9,선불,CAT200,S50
K196100,여,18,20/10/99,11.933333,1,선불,CAT200,S50
K196110,남,25,10/02/98,32.5,0,선불,CAT200,ASAD90
K196120,남,18,28/03/98,30.966667,2,선불,CAT200,ASAD90
K196130,여,19,27/05/96,53.3,10,선불,CAT200,ASAD170
K196140,남,18,18/09/99,13,1,선불,CAT200,ASAD170
K196150,여,25,22/02/97,44.266667,2,선불,CAT200,ASAD90
K196160,남,20,28/12/99,9.633333,3,선불,CAT200,ASAD90
K196170,여,21,12/09/96,49.7,1,선불,CAT200,ASAD90
K196180,여,25,14/04/99,18.233333,6,선불,CAT200,S50
K196190,남,21,09/02/96,56.9,6,선불,CAT200,ASAD170
K196200,남,19,10/02/97,44.666667,0,선불,CAT200,ASAD170
K196210,남,18,25/12/98,21.9,5,선불,CAT200,ASAD90
K196220,남,22,04/05/99,17.566667,1,선불,CAT200,ASAD90
K196230,남,12,13/04/99,18.266667,2,선불,CAT200,ASAD90
K196240,여,15,10/01/97,45.7,1,선불,CAT200,ASAD90
K196250,여,25,21/02/99,19.966667,4,선불,CAT200,ASAD90
K196260,남,20,13/12/96,46.633333,1,선불,CAT200,ASAD90
K196270,여,21,21/10/98,24.066667,1,선불,CAT200,ASAD170
K196280,남,25,19/04/99,18.066667,6,선불,CAT200,ASAD90
K196290,여,21,06/03/98,31.7,1,선불,CAT200,ASAD90
K196300,남,19,02/11/97,35.833333,1,선불,CAT200,ASAD90
K196310,여,16,15/04/96,54.7,0,선불,CAT200,ASAD90
K196320,남,22,23/01/98,33.1,5,선불,CAT200,ASAD170
K196330,남,21,23/04/97,42.266667,1,선불,CAT200,ASAD90
K196340,여,21,16/11/97,35.366667,1,선불,CAT200,ASAD170
K196350,남,12,10/02/97,44.666667,1,선불,CAT200,ASAD170
K196360,남,24,02/02/99,20.6,2,선불,CAT200,ASAD90
K196370,남,14,17/08/96,50.566667,2,선불,CAT200,S50
K196380,여,17,10/10/96,48.766667,10,선불,CAT200,ASAD90
K196390,여,16,05/02/98,32.666667,7,선불,CAT200,ASAD90
K196400,여,19,13/11/98,23.3,1,선불,CAT200,ASAD90
K196410,여,21,25/01/96,57.4,8,선불,CAT200,ASAD90
K196420,여,20,07/12/99,10.333333,1,선불,CAT200,ASAD90
K196430,여,20,16/09/98,25.233333,7,선불,CAT200,ASAD90
K196440,여,14,28/02/99,19.733333,1,선불,CAT200,ASAD90
K196450,남,14,02/06/97,40.933333,1,선불,CAT200,ASAD170
K196460,남,14,21/10/96,48.4,3,선불,CAT200,ASAD90
K196470,남,22,05/03/97,43.9,1,선불,CAT200,ASAD90
K196480,남,17,10/09/99,13.266667,6,선불,CAT200,ASAD90
K196490,남,24,27/01/96,57.333333,2,선불,CAT200,ASAD90
K196500,여,19,22/04/96,54.466667,11,선불,CAT200,ASAD170
K196510,남,22,26/03/99,18.866667,9,선불,CAT200,S50
K196520,여,21,03/09/97,37.833333,0,선불,CAT200,ASAD90
K196530,여,12,18/06/98,28.233333,8,선불,CAT200,ASAD170
K196540,남,16,27/08/99,13.733333,2,선불,CAT200,S50
K196550,여,16,04/08/97,38.833333,1,선불,CAT200,S50
K196560,남,22,13/01/98,33.433333,1,선불,CAT200,ASAD90
K196570,여,21,28/12/99,9.633333,5,선불,CAT200,S50
K196580,여,16,28/09/97,37,1,선불,CAT200,ASAD90
K196590,남,22,03/07/97,39.9,2,선불,CAT200,ASAD90
K196600,남,12,26/08/99,13.766667,2,선불,CAT200,ASAD90
