고객ID,주간통화횟수,주간통화시간_분,야간통화횟수,야간통화시간_분,주말통화횟수,주말통화시간_분,국제통화시간_분,국내통화요금_분,평균주간통화시간,평균야간통화시간,평균주말통화시간,국내통화횟수,국내통화시간_분,평균국내통화시간,총통화시간_분,이탈여부
K219340,29,59.4,6,48.9,26,107.5,42.899704,0,2.048276,8.15,4.134615,61,215.8,3.537705,258.699704,이탈
K219350,35,54.600001,63,117.9,23,58,41.309184,0,1.56,1.871429,2.521739,121,230.500001,1.904959,271.809185,이탈
K219360,37,100.800001,62,276.3,1,20,22.979638,0,2.724324,4.456452,20,100,397.100001,3.971,420.079639,이탈
K219370,33,70.2,25,44.7,0,0,33.990497,0,2.127273,1.788,0,58,114.9,1.981034,148.890497,유지
K219380,81,172.200001,21,180.300001,29,48.6,13.051706,0,2.125926,8.585714,1.675862,131,401.100002,3.061832,414.151708,이탈
K219390,103,210,11,199.8,18,31.8,50.851587,0,2.038835,18.163636,1.766667,132,441.6,3.345455,492.451587,이탈
K219400,32,66.6,0,0,9,43.500001,31.138481,0,2.08125,0,4.833333,41,110.100001,2.685366,141.238482,유지
K219410,41,74.4,58,276.899999,19,47,46.286649,0,1.814634,4.774138,2.473684,118,398.299999,3.375424,444.586648,이탈
K219420,3,10.2,218,363.6,12,66,83.301344,0,3.4,1.66789,5.5,233,439.8,1.887554,523.101344,이탈
K219430,25,62.400001,30,130.499999,69,130,28.604247,0,2.496,4.35,1.884058,124,322.9,2.604032,351.504247,이탈
K219440,26,46.200001,90,224.7,12,36.500001,78.761661,0,1.776923,2.496667,3.041667,128,307.400002,2.401563,386.161663,이탈
K219450,61,148.8,93,232.8,36,55.8,90.207693,0,2.439344,2.503226,1.55,190,437.4,2.302105,527.607693,이탈
K219460,79,138,65,189.299999,17,59.4,32.846192,0,1.746835,2.912308,3.494118,161,386.699999,2.401863,419.546191,이탈
K219470,28,60,111,171,28,71.400001,11.277499,0,2.142857,1.540541,2.55,167,302.400001,1.810778,313.6775,이탈
K219480,46,95.400001,119,230.7,4,6.6,33.174895,0,2.073913,1.938655,1.65,169,332.700001,1.968639,365.874896,이탈
K219490,56,118.799999,48,110.699999,23,39,19.117952,0,2.121429,2.30625,1.695652,127,268.499998,2.114173,287.61795,이탈
K219500,32,67.200001,68,148.500002,2,35,70.05139,0,2.1,2.183824,17.5,102,250.700003,2.457843,320.751393,이탈
K219510,37,63.6,163,265.799999,1,4.8,28.787382,0,1.718919,1.630675,4.8,201,334.199999,1.662687,362.987381,이탈
K219520,54,93.599999,30,116.099999,3,10.8,42.572602,0,1.733333,3.87,3.6,87,220.499998,2.534483,263.0726,이탈
K219530,49,118.199999,1,53.4,56,88.800001,17.140768,0,2.412245,53.4,1.585714,106,260.4,2.456604,277.540768,이탈
K219540,74,142.200001,23,185.700001,0,0,74.305306,0,1.921622,8.073913,0,97,327.900002,3.380412,402.205308,이탈
K219550,22,50.4,0,0,17,118.800001,3.94723,0,2.290909,0,6.988235,39,169.200001,4.338462,173.147231,이탈
K219560,61,94.2,97,169.8,3,54,3.791894,0,1.544262,1.750515,18,161,318,1.975155,321.791894,이탈
K219570,53,98.399999,43,261.899998,6,69,82.523153,0,1.856604,6.090698,11.5,102,429.299997,4.208823,511.82315,이탈
K219580,0,0,97,223.2,1,6.5,53.465732,0,0,2.301031,6.5,98,229.7,2.343878,283.165732,이탈
K219590,29,57.6,89,303.6,2,19,34.587674,0,1.986207,3.411236,9.5,120,380.2,3.168333,414.787674,이탈
K219600,119,189,75,153.9,34,66.6,11.065012,0,1.588235,2.052,1.958824,228,409.5,1.796053,420.565012,이탈
K219610,91,140.4,63,185.4,35,63.6,3.631484,0,1.542857,2.942857,1.817143,189,389.4,2.060317,393.031484,이탈
K219620,40,82.2,5,294.3,7,104,49.843476,0,2.055,58.86,14.857143,52,480.5,9.240385,530.343476,이탈
K219630,27,62.400001,5,138.900001,55,108,46.170391,0,2.311111,27.78,1.963636,87,309.300002,3.555172,355.470393,이탈
K219640,44,86.399999,72,196.499999,11,67,97.234442,0,1.963636,2.729167,6.090909,127,349.899998,2.755118,447.13444,이탈
K219650,40,70.200001,43,162.6,6,41,40.711278,0,1.755,3.781395,6.833333,89,273.800001,3.076405,314.511279,이탈
K219660,21,45.6,69,358.2,14,71.4,44.158534,0,2.171429,5.191304,5.1,104,475.2,4.569231,519.358534,이탈
K219670,17,46.199999,94,315,0,0,7.549453,0,2.717647,3.351064,0,111,361.199999,3.254054,368.749452,이탈
K219680,49,114.6,2,34.2,48,88.2,51.59898,0,2.338776,17.1,1.8375,99,237,2.393939,288.59898,이탈
K219690,98,165,74,116.4,16,52.8,51.03177,0,1.683673,1.572973,3.3,188,334.2,1.77766,385.23177,이탈
K219700,0,0,59,296.099999,10,29,26.138932,0,0,5.018644,2.9,69,325.099999,4.711594,351.238931,이탈
K219710,55,93.6,48,174.6,0,0,17.173254,0,1.701818,3.6375,0,103,268.2,2.603883,285.373254,이탈
K219720,24,50.4,87,186.300001,3,60.6,36.720139,0,2.1,2.141379,20.2,114,297.300001,2.607895,334.02014,이탈
K219730,51,107.4,94,167.7,1,43,82.288171,0,2.105882,1.784043,43,146,318.1,2.178767,400.388171,이탈
K219740,58,98.4,171,331.500001,31,62,61.63244,0,1.696552,1.938596,2,260,491.900001,1.891923,553.532441,이탈
K219750,53,109.8,59,185.699999,5,68.499999,12.26238,0,2.071698,3.147458,13.7,117,363.999998,3.111111,376.262378,이탈
K219760,31,88.8,83,203.7,21,37.2,15.327171,0,2.864516,2.454217,1.771429,135,329.7,2.442222,345.027171,유지
K219770,50,91.200001,106,247.799999,19,50.399999,87.061506,0,1.824,2.337736,2.652632,175,389.399999,2.225143,476.461505,이탈
K219780,88,152.399999,71,141,0,0,87.69599,0,1.731818,1.985915,0,159,293.399999,1.845283,381.095989,이탈
K219790,25,43.8,84,160.500001,23,65.4,59.326698,0,1.752,1.910714,2.843478,132,269.700001,2.043182,329.026699,이탈
K219800,17,40.800001,120,264.899999,15,25.5,38.632313,0,2.4,2.2075,1.7,152,331.2,2.178947,369.832313,이탈
K219810,24,66,56,130.800001,7,24.6,9.324777,0,2.75,2.335714,3.514286,87,221.400001,2.544828,230.724778,이탈
K219820,24,51,4,70.5,13,88.199999,50.514807,0,2.125,17.625,6.784615,41,209.699999,5.114634,260.214806,이탈
K219830,61,100.799999,11,82.799999,33,73.799999,42.052301,0,1.652459,7.527273,2.236364,105,257.399997,2.451429,299.452298,이탈
K219840,72,151.2,141,251.100001,27,76.8,56.54009,0,2.1,1.780851,2.844444,240,479.100001,1.99625,535.640091,유지
K219850,72,112.2,31,230.7,2,4.2,59.510484,0,1.558333,7.441935,2.1,105,347.1,3.305714,406.610484,이탈
K219860,24,51.599999,46,204.9,13,64.8,9.387193,0,2.15,4.454348,4.984615,83,321.299999,3.871084,330.687192,이탈
K219870,42,71.400001,1,27.6,49,97.5,32.544207,0,1.7,27.6,1.989796,92,196.500001,2.13587,229.044208,이탈
K219880,25,46.2,64,138.6,5,13.8,36.334218,0,1.848,2.165625,2.76,94,198.6,2.112766,234.934218,이탈
K219890,49,94.2,29,93.900001,10,26,8.808176,0,1.922449,3.237931,2.6,88,214.100001,2.432955,222.908177,이탈
K219900,0,0,33,204.3,6,13,23.10725,0,0,6.190909,2.166667,39,217.3,5.571795,240.40725,이탈
K219910,49,90.6,94,237.6,0,0,9.189525,0,1.84898,2.52766,0,143,328.2,2.295105,337.389525,이탈
K219920,81,168.6,99,247.499999,9,20.4,75.49757,0,2.081481,2.5,2.266667,189,436.499999,2.309524,511.997569,유지
K219930,25,52.200001,58,237.3,31,48,7.831294,0,2.088,4.091379,1.548387,114,337.500001,2.960526,345.331295,이탈
K219940,65,104.400001,8,256.5,31,58.8,77.224442,0,1.606154,32.0625,1.896774,104,419.700001,4.035577,496.924443,이탈
K219950,27,45.599999,16,189.599999,64,145.2,25.38839,0,1.688889,11.85,2.26875,107,380.399998,3.55514,405.788388,이탈
K219960,35,68.4,58,210,2,111,50.852546,0,1.954286,3.62069,55.5,95,389.4,4.098947,440.252546,이탈
K219970,23,48.599999,118,265.2,0,0,38.525614,0,2.113043,2.247458,0,141,313.799999,2.225532,352.325613,이탈
K219980,63,169.199999,134,211.500002,6,88,81.666319,0,2.685714,1.578358,14.666667,203,468.700001,2.308867,550.36632,이탈
K219990,44,81,47,73.5,0,0,17.100063,0,1.840909,1.56383,0,91,154.5,1.697802,171.600063,이탈
K220000,42,71.399999,1,27.6,49,97.500001,32.544207,0,1.7,27.6,1.989796,92,196.5,2.13587,229.044207,이탈
K220010,100,209.4,11,175.5,55,92,17.756363,0,2.094,15.954545,1.672727,166,476.9,2.872892,494.656363,이탈
K220020,42,71.399999,1,27.6,49,97.5,32.544208,0,1.7,27.6,1.989796,92,196.499999,2.13587,229.044207,이탈
K220030,14,22.8,132,378.3,0,0,63.99006,0,1.628571,2.865909,0,146,401.1,2.74726,465.09006,이탈
K220040,36,76.2,49,210,3,9,68.295484,0,2.116667,4.285714,3,88,295.2,3.354545,363.495484,이탈
K220050,42,97.8,70,119.4,1,3,18.202538,0,2.328571,1.705714,3,113,220.2,1.948673,238.402538,이탈
K220060,35,63.599999,66,139.199999,56,97.800001,63.490111,0,1.817143,2.109091,1.746429,157,300.599999,1.91465,364.09011,이탈
K220070,38,74.4,166,408,1,6.6,41.505977,0,1.957895,2.457831,6.6,205,489,2.385366,530.505977,이탈
K220080,124,210.6,0,0,31,50.500001,6.21487,0,1.698387,0,1.629032,155,261.100001,1.684516,267.314871,이탈
K220090,56,118.8,38,117.3,76,126.6,97.441851,0,2.121429,3.086842,1.665789,170,362.7,2.133529,460.141851,이탈
K220100,107,224.399999,82,191.399999,37,64.2,86.879106,0,2.097196,2.334146,1.735135,226,479.999998,2.123894,566.879104,이탈
K220110,48,112.8,149,311.699999,18,29.500001,77.870631,0,2.35,2.091946,1.638889,215,454,2.111628,531.870631,이탈
K220120,21,50.4,56,106.2,3,48.5,59.472301,0,2.4,1.896429,16.166667,80,205.1,2.56375,264.572301,이탈
K220130,50,91.800001,6,142.199999,19,50,48.706305,0,1.836,23.7,2.631579,75,284,3.786667,332.706305,이탈
K220140,36,66,18,270.6,23,43.8,68.253911,0,1.833333,15.033333,1.904348,77,380.4,4.94026,448.653911,이탈
K220150,30,58.799999,79,299.399999,15,25.799999,7.823559,0,1.96,3.789873,1.72,124,383.999997,3.096774,391.823556,이탈
K220160,25,49.8,75,149.4,11,19,28.369957,0,1.992,1.992,1.727273,111,218.2,1.965766,246.569957,이탈
K220170,54,126,14,120.3,26,81,80.142303,0,2.333333,8.592857,3.115385,94,327.3,3.481915,407.442303,유지
K220180,62,130.800001,8,233.7,4,29,45.055133,0,2.109677,29.2125,7.25,74,393.500001,5.317568,438.555134,이탈
K220190,79,145.2,11,38.4,80,154.2,85.635656,0,1.837975,3.490909,1.9275,170,337.8,1.987059,423.435656,이탈
K220200,51,84.6,43,220.2,9,87,99.293725,0,1.658824,5.12093,9.666667,103,391.8,3.803883,491.093725,유지
K220210,92,177.6,6,120.6,35,57.6,21.707632,0,1.930435,20.1,1.645714,133,355.8,2.675188,377.507632,이탈
K220220,43,90,35,68.1,11,29.400001,39.358481,0,2.093023,1.945714,2.672727,89,187.500001,2.106742,226.858482,이탈
K220230,20,48,81,147.600001,19,29.399999,21.628964,0,2.4,1.822222,1.547368,120,225,1.875,246.628964,이탈
K220240,60,99,43,71.4,12,40.5,55.663582,0,1.65,1.660465,3.375,115,210.9,1.833913,266.563582,이탈
K220250,24,69,83,276.899999,22,44.4,33.682627,0,2.875,3.336145,2.018182,129,390.299999,3.025581,423.982626,이탈
K220260,75,156.6,18,80.1,44,82.5,82.434577,0,2.088,4.45,1.875,137,319.2,2.329927,401.634577,이탈
K220270,69,108.600001,26,235.8,1,4.8,93.421099,0,1.573913,9.069231,4.8,96,349.200001,3.6375,442.6211,이탈
K220280,41,86.399999,202,327.3,2,16.2,54.366458,0,2.107317,1.620297,8.1,245,429.899999,1.754694,484.266457,이탈
K220290,17,46.2,139,297.9,0,0,83.202288,0,2.717647,2.143165,0,156,344.1,2.205769,427.302288,이탈
K220300,84,196.8,78,245.7,11,19,46.306195,0,2.342857,3.15,1.727273,173,461.5,2.66763,507.806195,이탈
K220310,79,137.4,115,187.8,16,43.5,7.697491,0,1.739241,1.633043,2.71875,210,368.7,1.755714,376.397491,이탈
K220320,43,69.600001,87,226.200001,22,57,16.397496,0,1.618605,2.6,2.590909,152,352.800002,2.321053,369.197498,이탈
K220330,84,149.4,173,278.1,9,54,98.517131,0,1.778571,1.607514,6,266,481.5,1.81015,580.017131,이탈
K220340,31,64.200001,60,97.500001,0,0,60.923494,0,2.070968,1.625,0,91,161.700002,1.776923,222.623496,유지
K220350,72,192,30,201.3,24,40.2,67.395246,0,2.666667,6.71,1.675,126,433.5,3.440476,500.895246,이탈
K220360,42,81.6,28,322.8,4,9,60.506636,0,1.942857,11.528571,2.25,74,413.4,5.586486,473.906636,유지
K220370,50,133.200001,64,122.7,12,22,35.944451,0,2.664,1.917187,1.833333,126,277.900001,2.205556,313.844452,이탈
K220380,27,76.800001,109,171.300001,26,49.199999,6.494291,0,2.844444,1.57156,1.892308,162,297.300001,1.835185,303.794292,이탈
K220390,132,229.2,77,162.6,49,74.4,92.348824,0,1.736364,2.111688,1.518367,258,466.2,1.806977,558.548824,이탈
K220400,70,154.199999,75,243,46,102,75.975463,0,2.202857,3.24,2.217391,191,499.199999,2.613613,575.175462,이탈
K220410,19,46.2,53,97.499999,74,124.2,77.331506,0,2.431579,1.839623,1.678378,146,267.899999,1.834931,345.231505,이탈
K220420,93,157.199999,141,310.800001,1,7.8,71.59478,0,1.690323,2.204255,7.8,235,475.8,2.024681,547.39478,이탈
K220430,40,82.8,66,132,35,66,8.554601,0,2.07,2,1.885714,141,280.8,1.991489,289.354601,이탈
K220440,80,142.8,70,214.500001,8,51.6,63.891952,0,1.785,3.064286,6.45,158,408.900001,2.587975,472.791953,유지
K220450,89,171,71,138.300001,5,40.199999,41.939081,0,1.921348,1.947887,8.04,165,349.5,2.118182,391.439081,이탈
K220460,31,64.2,60,97.5,0,0,60.923556,0,2.070968,1.625,0,91,161.7,1.776923,222.623556,이탈
K220470,64,103.200001,110,187.799999,1,6,11.895682,0,1.6125,1.707273,6,175,297,1.697143,308.895682,이탈
K220480,21,45,93,277.2,14,22.5,3.707569,0,2.142857,2.980645,1.607143,128,344.7,2.692969,348.407569,이탈
K220490,24,58.2,40,198.3,0,0,25.580836,0,2.425,4.9575,0,64,256.5,4.007813,282.080836,이탈
K220500,27,64.8,53,260.7,20,63,65.575605,0,2.4,4.918868,3.15,100,388.5,3.885,454.075605,이탈
K220510,27,54.6,17,168.6,5,46.8,47.235161,0,2.022222,9.917647,9.36,49,270,5.510204,317.235161,이탈
K220520,76,157.800002,88,205.800002,1,6,93.157447,0,2.076316,2.338636,6,165,369.600004,2.24,462.757451,이탈
K220530,64,171.6,26,79.800001,117,193.800001,87.848209,0,2.68125,3.069231,1.65641,207,445.200002,2.150725,533.048211,이탈
K220540,7,18.6,163,297.6,20,47.5,38.09739,0,2.657143,1.825767,2.375,190,363.7,1.914211,401.79739,이탈
K220550,78,132.6,70,108.6,40,62.4,69.309414,0,1.7,1.551429,1.56,188,303.6,1.614894,372.909414,이탈
K220560,116,213,27,136.500001,94,148.800001,33.141732,0,1.836207,5.055556,1.582979,237,498.300002,2.102532,531.441734,이탈
K220570,0,0,90,219.6,12,50,41.045042,0,0,2.44,4.166667,102,269.6,2.643137,310.645042,이탈
K220580,39,67.799999,186,316.200001,36,100.200001,10.186873,0,1.738462,1.7,2.783333,261,484.200001,1.855172,494.386874,이탈
K220590,0,0,38,225.900001,4,42,52.8569,0,0,5.944737,10.5,42,267.900001,6.378571,320.756901,유지
K220600,0,0,75,137.1,58,89,40.480453,0,0,1.828,1.534483,133,226.1,1.7,266.580453,이탈
K220610,0,0,29,111.599999,16,40,66.989193,0,0,3.848276,2.5,45,151.599999,3.368889,218.589192,이탈
K220620,32,52.2,3,295.2,8,38,20.676245,0,1.63125,98.4,4.75,43,385.4,8.962791,406.076245,이탈
K220630,47,82.8,14,184.8,13,31.8,4.595302,0,1.761702,13.2,2.446154,74,299.4,4.045946,303.995302,이탈
K220640,23,43.8,71,282.299999,8,51.6,44.862742,0,1.904348,3.976056,6.45,102,377.699999,3.702941,422.562741,이탈
K220650,34,54.6,58,214.200001,21,33,87.229473,0,1.605882,3.693103,1.571429,113,301.800001,2.670796,389.029474,이탈
K220660,20,42.600002,46,262.199999,3,32.4,50.936269,0,2.13,5.7,10.8,69,337.200001,4.886957,388.13627,이탈
K220670,62,149.400001,91,194.400001,13,42.500001,79.38502,0,2.409677,2.136264,3.269231,166,386.300003,2.327108,465.685023,이탈
K220680,44,81,19,40.499998,44,71,31.472698,0,1.840909,2.131579,1.613636,107,192.499998,1.799065,223.972696,이탈
K220690,100,191.4,33,117.6,61,131.4,64.249988,0,1.914,3.563636,2.154098,194,440.4,2.270103,504.649988,이탈
K220700,42,80.4,86,136.500001,3,7.8,71.329067,0,1.914286,1.587209,2.6,131,224.700001,1.715267,296.029068,이탈
K220710,48,83.399999,73,178.2,0,0,12.610442,0,1.7375,2.441096,0,121,261.599999,2.161983,274.210441,이탈
K220720,39,105.6,43,120.6,11,32.4,17.152504,0,2.707692,2.804651,2.945455,93,258.6,2.780645,275.752504,이탈
K220730,27,57,10,180,13,42.6,87.069969,0,2.111111,18,3.276923,50,279.6,5.592,366.669969,이탈
K220740,0,0,64,220.5,1,4.8,13.335815,0,0,3.445313,4.8,65,225.3,3.466154,238.635815,이탈
K220750,31,48,3,27.6,67,103,47.318399,0,1.548387,9.2,1.537313,101,178.6,1.768317,225.918399,이탈
K220760,50,86.399999,95,222.600001,3,34.2,21.975819,0,1.728,2.343158,11.4,148,343.2,2.318919,365.175819,이탈
K220770,28,57.6,40,174.6,3,55.2,51.199688,0,2.057143,4.365,18.4,71,287.4,4.047887,338.599688,이탈
K220780,58,119.400001,62,181.800001,0,0,43.550779,0,2.058621,2.932258,0,120,301.200002,2.51,344.750781,이탈
K220790,38,93.6,47,286.8,16,67,65.501015,0,2.463158,6.102128,4.1875,101,447.4,4.429703,512.901015,이탈
K220800,63,152.4,19,96.3,25,121.200001,57.958263,0,2.419048,5.068421,4.848,107,369.900001,3.457009,427.858264,유지
K220810,61,105,170,320.1,4,10.2,70.410675,0,1.721311,1.882941,2.55,235,435.3,1.85234,505.710675,이탈
K220820,51,94.199999,67,258.600001,4,60,29.754209,0,1.847059,3.859702,15,122,412.8,3.383607,442.554209,이탈
K220830,43,87,56,205.199999,4,29.4,37.431639,0,2.023256,3.664286,7.35,103,321.599999,3.12233,359.031638,이탈
K220840,22,54,2,80.1,28,48.6,58.39029,0,2.454545,40.05,1.735714,52,182.7,3.513462,241.09029,이탈
K220850,78,189.599999,35,155.1,48,88.2,54.183324,0,2.430769,4.431429,1.8375,161,432.899999,2.68882,487.083323,이탈
K220860,44,106.2,24,265.2,0,0,59.490191,0,2.413636,11.05,0,68,371.4,5.461765,430.890191,이탈
K220870,62,102.6,37,227.7,36,81.6,81.866492,0,1.654839,6.154054,2.266667,135,411.9,3.051111,493.766492,이탈
K220880,38,101.399999,158,337.5,1,12.5,87.494294,0,2.668421,2.136076,12.5,197,451.399999,2.291371,538.894293,유지
K220890,25,40.8,31,246.900001,12,27,61.181668,0,1.632,7.964516,2.25,68,314.700001,4.627941,375.881669,이탈
K220900,0,0,61,194.4,3,14.4,77.65535,0,0,3.186885,4.8,64,208.8,3.2625,286.45535,이탈
K220910,40,76.799999,31,152.099999,24,73.200001,8.984458,0,1.92,4.906452,3.05,95,302.099999,3.18,311.084457,이탈
K220920,28,45,85,249.3,24,63.600001,69.587434,0,1.607143,2.932941,2.65,137,357.900001,2.612409,427.487435,이탈
K220930,0,0,64,351,4,48.5,17.849239,0,0,5.484375,12.125,68,399.5,5.875,417.349239,이탈
K220940,32,69.599999,31,85.199999,11,23.500001,22.454916,0,2.175,2.748387,2.136364,74,178.299999,2.409459,200.754915,이탈
K220950,32,69.599999,31,85.2,11,23.500002,22.45496,0,2.175,2.748387,2.136364,74,178.300001,2.409459,200.754961,이탈
K220960,60,146.4,67,122.4,15,53.5,78.898532,0,2.44,1.826866,3.566667,142,322.3,2.269718,401.198532,이탈
K220970,33,88.2,135,245.099999,14,29.499998,42.530252,0,2.672727,1.815556,2.107143,182,362.799997,1.993407,405.330249,이탈
K220980,68,165,185,309,2,24,70.140536,0,2.426471,1.67027,12,255,498,1.952941,568.140536,이탈
K220990,0,0,104,192.9,27,54.600001,86.588819,0,0,1.854808,2.022222,131,247.500001,1.889313,334.08882,이탈
K221000,124,199.799999,31,184.5,40,63,1.045114,0,1.61129,5.951613,1.575,195,447.299999,2.293846,448.345113,이탈
K221010,21,42.599998,41,157.2,1,35,72.137423,0,2.028571,3.834146,35,63,234.799998,3.726984,306.937421,유지
K221020,68,117,24,48.899999,25,121.799999,36.006672,0,1.720588,2.0375,4.872,117,287.699998,2.458974,323.70667,이탈
K221030,0,0,170,293.699999,61,106.800001,9.808469,0,0,1.727647,1.75082,231,400.5,1.733766,410.308469,이탈
K221040,67,150,116,197.7,10,63.599999,55.775408,0,2.238806,1.70431,6.36,193,411.299999,2.131088,467.075407,이탈
K221050,46,93.6,82,232.2,3,18,34.835679,0,2.034783,2.831707,6,131,343.8,2.624427,378.635679,유지
K221060,0,0,42,90.3,34,80.399999,44.899463,0,0,2.15,2.364706,76,170.699999,2.246053,215.599462,이탈
K221070,69,119.400001,1,261.6,5,24.5,9.539837,0,1.730435,261.6,4.9,75,405.500001,5.406667,415.039838,이탈
K221080,33,67.8,114,187.5,5,50.5,92.124407,0,2.054545,1.644737,10.1,152,305.8,2.011842,397.924407,이탈
K221090,45,70.8,54,215.1,28,65.500002,84.957016,0,1.573333,3.983333,2.339286,127,351.400002,2.766929,436.357018,이탈
K221100,48,82.8,52,260.7,6,96.500001,90.965561,0,1.725,5.013462,16.083334,106,440.000001,4.150943,530.965562,이탈
K221110,44,84,5,92.7,4,13.5,58.295166,0,1.909091,18.54,3.375,53,190.2,3.588679,248.495166,유지
K221120,102,164.4,15,278.099999,28,50.5,22.764805,0,1.611765,18.54,1.803571,145,492.999999,3.4,515.764804,이탈
K221130,25,57,57,268.500002,17,61.2,75.892072,0,2.28,4.710526,3.6,99,386.700002,3.906061,462.592074,이탈
K221140,50,123.599999,34,208.8,5,37,74.435035,0,2.472,6.141176,7.4,89,369.399999,4.150562,443.835034,이탈
K221150,29,49.2,55,168.3,5,40,39.610261,0,1.696552,3.06,8,89,257.5,2.893258,297.110261,이탈
K221160,36,78.599999,61,160.199999,3,21.6,3.46959,0,2.183333,2.626229,7.2,100,260.399998,2.604,263.869588,이탈
K221170,0,0,1,3.6,0,0,22.542525,0,0,3.6,0,1,3.6,3.6,26.142525,이탈
K221180,54,92.4,24,60.6,19,42,26.311879,0,1.711111,2.525,2.210526,97,195,2.010309,221.311879,이탈
K221190,54,92.399999,24,60.600001,19,42,26.311877,0,1.711111,2.525,2.210526,97,195,2.010309,221.311877,이탈
K221200,0,0,15,25.8,80,127.8,2.954184,0,0,1.72,1.5975,95,153.6,1.616842,156.554184,이탈
K221210,87,149.4,63,102.9,34,57,28.172031,0,1.717241,1.633333,1.676471,184,309.3,1.680978,337.472031,이탈
K221220,41,75.6,104,231,17,44.4,61.663886,0,1.843902,2.221154,2.611765,162,351,2.166667,412.663886,이탈
K221230,21,48,83,155.7,8,31.800001,18.520946,0,2.285714,1.875904,3.975,112,235.500001,2.102679,254.020947,이탈
K221240,17,38.4,78,216.3,38,57.6,99.611854,0,2.258824,2.773077,1.515789,133,312.3,2.34812,411.911854,이탈
